Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1591466508262,06/06/2020 18:01:48,1591466508113,-3,06/06/2020 15:01:48,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1591466509403,06/06/2020 18:01:49,1591466509331,-3,06/06/2020 15:01:49,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,1,1,1,check,script,force_advance,1153,,,,0,1,0,,,,,,fullscreen_check,,
3,1591466509914,06/06/2020 18:01:49,1591466509826,-3,06/06/2020 15:01:49,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,2,1,1,Screen 1,fixation,fixation,501,,,,0,1,0,,,,,,fixation,,
4,1591466512055,06/06/2020 18:01:52,1591466511990,-3,06/06/2020 15:01:51,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,5,1,1,OldNew,old,response_button_image,2134.000000000001,,old.png,1,0,1,0,,,,,1,filler,grey_line_turtle.png,new.png
5,1591466514799,06/06/2020 18:01:54,1591466514731,-3,06/06/2020 15:01:54,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,5,1,2,RFG,old,response_button_image,2537,,recollection.png,1,0,1,0,,,,,1,filler,grey_line_turtle.png,new.png
6,1591466515502,06/06/2020 18:01:55,1591466515427,-3,06/06/2020 15:01:55,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,5,1,3,Fixation,fixation,fixation,500,,,,0,1,0,,,,,1,filler,grey_line_turtle.png,new.png
7,1591466517054,06/06/2020 18:01:57,1591466516978,-3,06/06/2020 15:01:56,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,4,2,1,OldNew,new,response_button_image,1527,,new.png,1,1,0,0,,,,,1,filler,grey_line_ruler.png,new.png
8,1591466517757,06/06/2020 18:01:57,1591466517677,-3,06/06/2020 15:01:57,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,4,2,3,Fixation,fixation,fixation,501,,,,0,1,0,,,,,1,filler,grey_line_ruler.png,new.png
9,1591466521178,06/06/2020 18:02:01,1591466521107,-3,06/06/2020 15:02:01,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,10,3,1,OldNew,new,response_button_image,3405,,new.png,1,1,0,0,,,,,1,filler,word_dress.png,new.png
10,1591466521867,06/06/2020 18:02:01,1591466521794,-3,06/06/2020 15:02:01,19134,4,task-7l32,,5447214,q6n4d0zm,1515839,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Safari 12.1.1,1440x900,1440x900,Test_Checkpoint,J-1. RFG_B_GREY,2,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,test_B_grey_spreadsheet,10,3,3,Fixation,fixation,fixation,500,,,,0,1,0,,,,,1,filler,word_dress.png,new.png
