Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1594825935235,15/07/2020 15:12:15,1594825934799,1,15/07/2020 16:12:14,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1020,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1594825936235,15/07/2020 15:12:16,1594825935826,1,15/07/2020 16:12:15,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1020,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,1,1,1,check,script,force_advance,1032.101,,,,0,1,0,,,,,,fullscreen_check,,
3,1594825936782,15/07/2020 15:12:16,1594825936319,1,15/07/2020 16:12:16,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,2,1,1,Screen 1,fixation,fixation,499.38400000000024,,,,0,1,0,,,,,,fixation,,
4,1594825938548,15/07/2020 15:12:18,1594825938118,1,15/07/2020 16:12:18,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,3,1,1,OldNew,old,response_button_image,1695.0399996712804,,old.png,1,0,1,0,,,,,1,filler,col_line_pitcher.png,new.png
5,1594825939688,15/07/2020 15:12:19,1594825939132,1,15/07/2020 16:12:19,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,3,1,2,RFG,old,response_button_image,746.3350002653897,,recollection.png,1,0,1,0,,,,,1,filler,col_line_pitcher.png,new.png
6,1594825940235,15/07/2020 15:12:20,1594825939832,1,15/07/2020 16:12:19,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,3,1,3,Fixation,fixation,fixation,499.39400000000023,,,,0,1,0,,,,,1,filler,col_line_pitcher.png,new.png
7,1594825943126,15/07/2020 15:12:23,1594825942721,1,15/07/2020 16:12:22,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,10,2,1,OldNew,old,response_button_image,2806.214999873191,,old.png,1,0,1,0,,,,,1,filler,word_dress.png,new.png
8,1594825943876,15/07/2020 15:12:23,1594825943473,1,15/07/2020 16:12:23,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,10,2,2,RFG,new,response_button_image,493.650000076741,,guessing.png,1,0,1,0,,,,,1,filler,word_dress.png,new.png
9,1594825944594,15/07/2020 15:12:24,1594825944193,1,15/07/2020 16:12:24,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,10,2,3,Fixation,fixation,fixation,499.3959999999988,,,,0,1,0,,,,,1,filler,word_dress.png,new.png
10,1594825946016,15/07/2020 15:12:26,1594825945572,1,15/07/2020 16:12:25,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,7,3,1,OldNew,old,response_button_image,1301.794999744743,,old.png,1,0,1,0,,,,,1,filler,col_photo_donkey3.png,new.png
11,1594825946766,15/07/2020 15:12:26,1594825946362,1,15/07/2020 16:12:26,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,7,3,2,RFG,old,response_button_image,535.5050000362098,,recollection.png,1,0,1,0,,,,,1,filler,col_photo_donkey3.png,new.png
12,1594825947627,15/07/2020 15:12:27,1594825947072,1,15/07/2020 16:12:27,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,7,3,3,Fixation,fixation,fixation,499.396999999999,,,,0,1,0,,,,,1,filler,col_photo_donkey3.png,new.png
13,1594825949486,15/07/2020 15:12:29,1594825949068,1,15/07/2020 16:12:29,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,4,4,1,OldNew,new,response_button_image,1930.2349998615682,,new.png,1,1,0,0,,,,,1,filler,col_line_ruler.png,new.png
14,1594825950174,15/07/2020 15:12:30,1594825949769,1,15/07/2020 16:12:29,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,4,4,3,Fixation,fixation,fixation,499.3249999999989,,,,0,1,0,,,,,1,filler,col_line_ruler.png,new.png
15,1594825951268,15/07/2020 15:12:31,1594825950860,1,15/07/2020 16:12:30,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,5,5,1,OldNew,old,response_button_image,1022.8150002658367,,old.png,1,0,1,0,,,,,1,filler,col_line_turtle.png,new.png
16,1594825951940,15/07/2020 15:12:31,1594825951540,1,15/07/2020 16:12:31,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,5,5,2,RFG,old,response_button_image,420.1400000602007,,recollection.png,1,0,1,0,,,,,1,filler,col_line_turtle.png,new.png
17,1594825952674,15/07/2020 15:12:32,1594825952250,1,15/07/2020 16:12:32,10169,128,task-kckb,,6073752,5e21d4156ebb72000df49f65,1714601,,complete,,5f0f1b8ea751ba0619f00e33,computer,Desktop or Laptop,Windows 10,Edge 83.0.478.45,1920x1080,2021x1137,Test_Checkpoint,N-1. RFG_C_COL,3,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_6_colour,,,,,,,,C_Checkpoint_Col,,Col_RFG,test_C_col_spreadsheet,5,5,3,Fixation,fixation,fixation,499.40300000000207,,,,0,1,0,,,,,1,filler,col_line_turtle.png,new.png
