Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1607359133423,07/12/2020 16:38:53,1607359133322,0,07/12/2020 16:38:53,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x864,1536x706,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607359135330,07/12/2020 16:38:55,1607359135212,0,07/12/2020 16:38:55,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x864,1536x706,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,1,1,1,check,script,force_advance,1868.5010000000002,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607359135752,07/12/2020 16:38:55,1607359135693,0,07/12/2020 16:38:55,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,500.26800000000003,,,,,0,1,0,,,,,,fixation,,
4,1607359138064,07/12/2020 16:38:58,1607359138026,0,07/12/2020 16:38:58,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,3,1,1,OldNew,old,response_button_image,2296.8399999663234,,,old.png,1,0,1,0,,,,,1,filler,cake--col-photo.png,new.png
5,1607359142498,07/12/2020 16:39:02,1607359142469,0,07/12/2020 16:39:02,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,3,1,2,RFG,Zone1,response_button_image,4217.77500002645,,,familiarity.png,1,0,1,0,,,,,1,filler,cake--col-photo.png,new.png
6,1607359143364,07/12/2020 16:39:03,1607359143165,0,07/12/2020 16:39:03,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,3,1,3,Fixation,fixation,fixation,500.47700000000077,,,,,0,1,0,,,,,1,filler,cake--col-photo.png,new.png
7,1607359144645,07/12/2020 16:39:04,1607359144586,0,07/12/2020 16:39:04,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,8,2,1,OldNew,new,response_button_image,1389.5449999254197,,,new.png,1,1,0,0,,,,,1,filler,apple--col-drawing.png,new.png
8,1607359145364,07/12/2020 16:39:05,1607359145300,0,07/12/2020 16:39:05,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,8,2,3,Fixation,fixation,fixation,500.65099999999984,,,,,0,1,0,,,,,1,filler,apple--col-drawing.png,new.png
9,1607359149054,07/12/2020 16:39:09,1607359148974,0,07/12/2020 16:39:08,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,4,3,1,OldNew,new,response_button_image,3659.3700000084937,,,new.png,1,1,0,0,,,,,1,filler,stool--grey-word.png,new.png
10,1607359149725,07/12/2020 16:39:09,1607359149672,0,07/12/2020 16:39:09,30809,14,task-vyg3,,8390284,14087,2556329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x816,1536x816,Test finished,Yellow Test,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,Yellow-Test-Spreadsheet,Yellow-Test-Spreadsheet,4,3,3,Fixation,fixation,fixation,500.8250000000007,,,,,0,1,0,,,,,1,filler,stool--grey-word.png,new.png
