Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1610029737008,07/01/2021 14:28:57,1610029738508,0,07/01/2021 14:28:58,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1610030133687,07/01/2021 14:35:33,1610030135496,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_1,I confirm that I have read and understood the information provided above and have had the opportunity to ask questions.
3,1610030133827,07/01/2021 14:35:33,1610030135501,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_1-quantised,1
4,1610030133827,07/01/2021 14:35:33,1610030135502,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_2,I understand that my participation is voluntary and that I am free to withdraw at any time.
5,1610030133827,07/01/2021 14:35:33,1610030135502,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_2-quantised,1
6,1610030133827,07/01/2021 14:35:33,1610030135503,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_3,I confirm that I am aged 18 or over and that I agree to take part in this study.
7,1610030133827,07/01/2021 14:35:33,1610030135503,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_3-quantised,1
8,1610030133827,07/01/2021 14:35:33,1610030135504,0,07/01/2021 14:35:35,37334,3,questionnaire-w5fn,,8955518,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,396996
1,1610032831796,07/01/2021 15:20:31,1610032831559,2,07/01/2021 17:20:31,37334,3,questionnaire-w5fn,,8956930,5f11e7c45f0aa10d57a758ae,2728046,,complete,,5ff726b13b6fbb34706f5f68,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1680x1050,1429x815,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1610032850212,07/01/2021 15:20:50,1610032849994,2,07/01/2021 17:20:49,37334,3,questionnaire-w5fn,,8956930,5f11e7c45f0aa10d57a758ae,2728046,,complete,,5ff726b13b6fbb34706f5f68,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1680x1050,1429x815,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,consent_1,I confirm that I have read and understood the information provided above and have had the opportunity to ask questions.
