Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1608476524005,20/12/2020 15:02:04,1608476524207,0,20/12/2020 15:02:04,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x610,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1608476525572,20/12/2020 15:02:05,1608476525857,0,20/12/2020 15:02:05,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x610,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,1,1,1,check,script,force_advance,1649.5439999999999,,,,,0,1,0,,,,,,fullscreen_check,,
3,1608476526056,20/12/2020 15:02:06,1608476526352,0,20/12/2020 15:02:06,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,499.9630000000002,,,,,0,1,0,,,,,,fixation,,
4,1608476528581,20/12/2020 15:02:08,1608476528879,0,20/12/2020 15:02:08,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,9,1,1,OldNew,new,response_button_image,2493.659999978263,,,new.png,1,1,0,0,,,,,1,filler,bicycle--grey-photo.png,new.png
5,1608476529284,20/12/2020 15:02:09,1608476529584,0,20/12/2020 15:02:09,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,9,1,3,Fixation,fixation,fixation,499.8069999999998,,,,,0,1,0,,,,,1,filler,bicycle--grey-photo.png,new.png
6,1608476531379,20/12/2020 15:02:11,1608476531680,0,20/12/2020 15:02:11,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,8,2,1,OldNew,new,response_button_image,2067.0249999966472,,,new.png,1,1,0,0,,,,,1,filler,apple--col-photo.png,new.png
7,1608476532301,20/12/2020 15:02:12,1608476532383,0,20/12/2020 15:02:12,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,8,2,3,Fixation,fixation,fixation,499.6309999999994,,,,,0,1,0,,,,,1,filler,apple--col-photo.png,new.png
8,1608476534036,20/12/2020 15:02:14,1608476534326,0,20/12/2020 15:02:14,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,10,3,1,OldNew,new,response_button_image,1920.8900000085123,,,new.png,1,1,0,0,,,,,1,filler,dresser--col-drawing.png,new.png
9,1608476534755,20/12/2020 15:02:14,1608476535032,0,20/12/2020 15:02:15,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,10,3,3,Fixation,fixation,fixation,499.95700000000033,,,,,0,1,0,,,,,1,filler,dresser--col-drawing.png,new.png
10,1608476539556,20/12/2020 15:02:19,1608476539834,0,20/12/2020 15:02:19,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,4,1,OldNew,old,response_button_image,4768.725000030827,,,old.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
11,1608476551758,20/12/2020 15:02:31,1608476551975,0,20/12/2020 15:02:31,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,4,2,RFG,Zone1,response_button_image,11915.895000041928,,,familiarity.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
12,1608476552383,20/12/2020 15:02:32,1608476552679,0,20/12/2020 15:02:32,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,4,3,Fixation,fixation,fixation,498.9379999999983,,,,,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
13,1608476555525,20/12/2020 15:02:35,1608476555815,0,20/12/2020 15:02:35,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,5,1,OldNew,old,response_button_image,3110.050000017509,,,old.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
14,1608476557796,20/12/2020 15:02:37,1608476558007,0,20/12/2020 15:02:38,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,5,2,RFG,Zone1,response_button_image,1974.385000008624,,,familiarity.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
15,1608476558437,20/12/2020 15:02:38,1608476558711,0,20/12/2020 15:02:38,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,5,3,Fixation,fixation,fixation,499.8549999999959,,,,,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
16,1608476560002,20/12/2020 15:02:40,1608476560203,0,20/12/2020 15:02:40,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,6,1,OldNew,old,response_button_image,1465.1999999769032,,,old.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
17,1608476568630,20/12/2020 15:02:48,1608476568839,0,20/12/2020 15:02:48,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,6,2,RFG,Zone1,response_button_image,8404.50999996392,,,familiarity.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
18,1608476569271,20/12/2020 15:02:49,1608476569544,0,20/12/2020 15:02:49,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,6,3,Fixation,fixation,fixation,500.2260000000024,,,,,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
19,1608476570406,20/12/2020 15:02:50,1608476570696,0,20/12/2020 15:02:50,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,7,1,OldNew,new,response_button_image,1124.8650000197813,,,new.png,1,1,0,0,,,,,1,filler,candle--col-photo.png,new.png
20,1608476571095,20/12/2020 15:02:51,1608476571392,0,20/12/2020 15:02:51,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,7,3,Fixation,fixation,fixation,499.97099999999773,,,,,0,1,0,,,,,1,filler,candle--col-photo.png,new.png
21,1608476572462,20/12/2020 15:02:52,1608476572757,0,20/12/2020 15:02:52,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,5,8,1,OldNew,old,response_button_image,1338.805000006687,,,old.png,1,0,1,0,,,,,1,filler,broom--col-photo.png,new.png
22,1608476573509,20/12/2020 15:02:53,1608476573807,0,20/12/2020 15:02:53,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,5,8,2,RFG,old,response_button_image,823.9900000044145,,,recollection.png,1,0,1,0,,,,,1,filler,broom--col-photo.png,new.png
23,1608476574216,20/12/2020 15:02:54,1608476574508,0,20/12/2020 15:02:54,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,5,8,3,Fixation,fixation,fixation,499.66599999999744,,,,,0,1,0,,,,,1,filler,broom--col-photo.png,new.png
24,1608476575576,20/12/2020 15:02:55,1608476575868,0,20/12/2020 15:02:55,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,55,1,1,OldNew,new,response_button_image,1335.1099999854341,,,new.png,1,1,0,0,,,,,2,red_test,grapes--grey-drawing.png,new.png
25,1608476576279,20/12/2020 15:02:56,1608476576574,0,20/12/2020 15:02:56,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,55,1,3,Fixation,fixation,fixation,499.64800000000105,,,,,0,1,0,,,,,2,red_test,grapes--grey-drawing.png,new.png
26,1608476577754,20/12/2020 15:02:57,1608476578050,0,20/12/2020 15:02:58,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,19,2,1,OldNew,old,response_button_image,1457.445000007283,,,old.png,1,0,1,0,,,,,2,red_test,book--col-photo.png,new.png
27,1608476578801,20/12/2020 15:02:58,1608476579088,0,20/12/2020 15:02:59,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,19,2,2,RFG,Zone1,response_button_image,808.8899999856949,,,familiarity.png,1,0,1,0,,,,,2,red_test,book--col-photo.png,new.png
28,1608476579504,20/12/2020 15:02:59,1608476579790,0,20/12/2020 15:02:59,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,19,2,3,Fixation,fixation,fixation,499.67399999999907,,,,,0,1,0,,,,,2,red_test,book--col-photo.png,new.png
29,1608476582049,20/12/2020 15:03:02,1608476582338,0,20/12/2020 15:03:02,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,85,3,1,OldNew,new,response_button_image,2521.7199999606237,,,new.png,1,1,0,0,,,,,2,red_test,peach--col-drawing.png,new.png
30,1608476582752,20/12/2020 15:03:02,1608476583039,0,20/12/2020 15:03:03,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,85,3,3,Fixation,fixation,fixation,499.7459999999992,,,,,0,1,0,,,,,2,red_test,peach--col-drawing.png,new.png
31,1608476584014,20/12/2020 15:03:04,1608476584293,0,20/12/2020 15:03:04,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,17,4,1,OldNew,new,response_button_image,1229.174999985844,,,new.png,1,1,0,0,,,,,2,red_test,bell--grey-word.png,new.png
32,1608476584704,20/12/2020 15:03:04,1608476584989,0,20/12/2020 15:03:04,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,17,4,3,Fixation,fixation,fixation,499.8150000000023,,,,,0,1,0,,,,,2,red_test,bell--grey-word.png,new.png
33,1608476585923,20/12/2020 15:03:05,1608476586221,0,20/12/2020 15:03:06,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,92,5,1,OldNew,old,response_button_image,1206.064999976661,,,old.png,1,0,1,0,,,,,2,red_test,piano--grey-drawing.png,new.png
34,1608476587711,20/12/2020 15:03:07,1608476588017,0,20/12/2020 15:03:08,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,92,5,2,RFG,Zone1,response_button_image,1584.0599999646656,,,familiarity.png,1,0,1,0,,,,,2,red_test,piano--grey-drawing.png,new.png
35,1608476588445,20/12/2020 15:03:08,1608476588721,0,20/12/2020 15:03:08,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,92,5,3,Fixation,fixation,fixation,499.87399999999616,,,,,0,1,0,,,,,2,red_test,piano--grey-drawing.png,new.png
36,1608476589570,20/12/2020 15:03:09,1608476589862,0,20/12/2020 15:03:09,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,56,6,1,OldNew,new,response_button_image,1122.6749999914318,,,new.png,1,1,0,0,,,,,2,red_test,guitar--grey-photo.png,new.png
37,1608476590273,20/12/2020 15:03:10,1608476590571,0,20/12/2020 15:03:10,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,56,6,3,Fixation,fixation,fixation,499.90899999999965,,,,,0,1,0,,,,,2,red_test,guitar--grey-photo.png,new.png
38,1608476591750,20/12/2020 15:03:11,1608476592053,0,20/12/2020 15:03:12,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,105,7,1,OldNew,old,response_button_image,1458.7150000152178,,,old.png,1,0,1,0,,,,,2,red_test,shoe--grey-drawing.png,new.png
39,1608476592702,20/12/2020 15:03:12,1608476592996,0,20/12/2020 15:03:12,30809,15,task-yxhp,,8758477,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x720,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,105,7,2,RFG,old,response_button_image,719.3400000105612,,,recollection.png,1,0,1,0,,,,,2,red_test,shoe--grey-drawing.png,new.png
