Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1610014750782,07/01/2021 10:19:10,1610014806533,0,07/01/2021 10:20:06,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1283x568,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1610014753371,07/01/2021 10:19:13,1610014809111,0,07/01/2021 10:20:09,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1283x568,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,1,1,1,check,script,force_advance,2565.314,,,,,0,1,0,,,,,,fullscreen_check,,
3,1610014753996,07/01/2021 10:19:13,1610014809601,0,07/01/2021 10:20:09,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,499.90300000000025,,,,,0,1,0,,,,,,fixation,,
4,1610014757377,07/01/2021 10:19:17,1610014813177,0,07/01/2021 10:20:13,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,8,1,1,OldNew,new,response_button_image,3535.0800000014715,,,new.png,1,1,0,0,,,,,1,filler,apple--grey-photo.png,new.png
5,1610014758096,07/01/2021 10:19:18,1610014813881,0,07/01/2021 10:20:13,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,8,1,3,Fixation,fixation,fixation,499.7519999999995,,,,,0,1,0,,,,,1,filler,apple--grey-photo.png,new.png
6,1610014760159,07/01/2021 10:19:20,1610014815953,0,07/01/2021 10:20:15,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,9,2,1,OldNew,new,response_button_image,2053.8049999740906,,,new.png,1,1,0,0,,,,,1,filler,bicycle--col-photo.png,new.png
7,1610014760846,07/01/2021 10:19:20,1610014816646,0,07/01/2021 10:20:16,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,9,2,3,Fixation,fixation,fixation,499.71199999999953,,,,,0,1,0,,,,,1,filler,bicycle--col-photo.png,new.png
8,1610014764394,07/01/2021 10:19:24,1610014820198,0,07/01/2021 10:20:20,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,6,3,1,OldNew,new,response_button_image,3523.2949999626726,,,new.png,1,1,0,0,,,,,1,filler,ashtray--col-drawing.png,new.png
9,1610014765095,07/01/2021 10:19:25,1610014820894,0,07/01/2021 10:20:20,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,6,3,3,Fixation,fixation,fixation,499.72899999999936,,,,,0,1,0,,,,,1,filler,ashtray--col-drawing.png,new.png
10,1610014766877,07/01/2021 10:19:26,1610014822688,0,07/01/2021 10:20:22,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,10,4,1,OldNew,new,response_button_image,1777.0650000311434,,,new.png,1,1,0,0,,,,,1,filler,dresser--grey-photo.png,new.png
11,1610014767581,07/01/2021 10:19:27,1610014823393,0,07/01/2021 10:20:23,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,10,4,3,Fixation,fixation,fixation,499.7189999999973,,,,,0,1,0,,,,,1,filler,dresser--grey-photo.png,new.png
12,1610014769799,07/01/2021 10:19:29,1610014825606,0,07/01/2021 10:20:25,30809,16,task-6vny,,8950336,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1280x720,Test finished,Green Test,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Green-Test-Spreadsheet,Green-Test-Spreadsheet,4,5,1,OldNew,old,response_button_image,2198.1549999909475,,,old.png,1,0,1,0,,,,,1,filler,stool--grey-drawing.png,new.png
