Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1607097364918,04/12/2020 15:56:04,1607097364773,0,04/12/2020 15:56:04,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607097365934,04/12/2020 15:56:05,1607097365862,0,04/12/2020 15:56:05,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,1,1,1,check,script,force_advance,1052,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607097366449,04/12/2020 15:56:06,1607097366353,0,04/12/2020 15:56:06,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,fixation,,
4,1607097371555,04/12/2020 15:56:11,1607097371463,0,04/12/2020 15:56:11,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,1,1,OldNew,old,response_button_image,5064.999999999999,,,old.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
5,1607097375248,04/12/2020 15:56:15,1607097375175,0,04/12/2020 15:56:15,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,1,2,RFG,old,response_button_image,3484,,,recollection.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
6,1607097375936,04/12/2020 15:56:15,1607097375849,0,04/12/2020 15:56:15,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,1,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
7,1607097378199,04/12/2020 15:56:18,1607097378118,0,04/12/2020 15:56:18,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,8,2,1,OldNew,new,response_button_image,2219,,,new.png,1,1,0,0,,,,,1,filler,apple--col-photo.png,new.png
8,1607097378872,04/12/2020 15:56:18,1607097378798,0,04/12/2020 15:56:18,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,8,2,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,1,filler,apple--col-photo.png,new.png
9,1607097382184,04/12/2020 15:56:22,1607097382107,0,04/12/2020 15:56:22,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,3,1,OldNew,old,response_button_image,3262,,,old.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
10,1607097383903,04/12/2020 15:56:23,1607097383826,0,04/12/2020 15:56:23,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,3,2,RFG,old,response_button_image,1487,,,recollection.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
11,1607097384590,04/12/2020 15:56:24,1607097384513,0,04/12/2020 15:56:24,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,3,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
12,1607097387342,04/12/2020 15:56:27,1607097387264,0,04/12/2020 15:56:27,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,4,1,OldNew,new,response_button_image,2705,,,new.png,1,1,0,0,,,,,1,filler,candle--col-photo.png,new.png
13,1607097388029,04/12/2020 15:56:28,1607097387945,0,04/12/2020 15:56:27,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,4,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,1,filler,candle--col-photo.png,new.png
14,1607097391202,04/12/2020 15:56:31,1607097391113,0,04/12/2020 15:56:31,30809,14,task-yxhp,,8337723,14427,2541856,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,810x1080,1080x746,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,9,5,1,OldNew,new,response_button_image,3123,,,new.png,1,1,0,0,,,,,1,filler,bicycle--grey-photo.png,new.png
