Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1608408802824,19/12/2020 20:13:22,1608408802757,0,19/12/2020 20:13:22,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608408840352,19/12/2020 20:14:00,1608408840303,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_1,I confirm that I have read and understood the information provided above and have had the opportunity to ask questions.
3,1608408840461,19/12/2020 20:14:00,1608408840305,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_1-quantised,1
4,1608408840461,19/12/2020 20:14:00,1608408840305,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_2,I understand that my participation is voluntary and that I am free to withdraw at any time.
5,1608408840461,19/12/2020 20:14:00,1608408840305,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_2-quantised,1
6,1608408840461,19/12/2020 20:14:00,1608408840305,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_3,I confirm that I am aged 18 or over and that I agree to take part in this study.
7,1608408840461,19/12/2020 20:14:00,1608408840305,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,consent_3-quantised,1
8,1608408840461,19/12/2020 20:14:00,1608408840306,0,19/12/2020 20:14:00,30809,15,questionnaire-w5fn,,8750942,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Info and Consent,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,37549
1,1608421813442,19/12/2020 23:50:13,1608421813225,8,20/12/2020 07:50:13,30809,15,questionnaire-w5fn,,8752332,14913,2661519,,rejected,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x722,,Info and Consent,3,,Did Not Consent,,,,,,,,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608421836026,19/12/2020 23:50:36,1608421835845,8,20/12/2020 07:50:35,30809,15,questionnaire-w5fn,,8752332,14913,2661519,,rejected,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x722,,Info and Consent,3,,Did Not Consent,,,,,,,,,,,,,,,,,,,,,,,No,consent_1,I confirm that I have read and understood the information provided above and have had the opportunity to ask questions.
