Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1610030456142,07/01/2021 14:40:56,1610030457972,0,07/01/2021 14:40:57,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1610030457283,07/01/2021 14:40:57,1610030459117,0,07/01/2021 14:40:59,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,1,1,1,check,script,force_advance,1133.255,,,,,0,1,0,,,,,,fullscreen_check,,
3,1610030457721,07/01/2021 14:40:57,1610030459614,0,07/01/2021 14:40:59,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,500.0290000000002,,,,,0,1,0,,,,,,fixation,,
4,1610030459738,07/01/2021 14:40:59,1610030461605,0,07/01/2021 14:41:01,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,10,1,1,OldNew,new,response_button_image,1922.7099999552593,,,new.png,1,1,0,0,,,,,1,filler,dresser--col-drawing.png,new.png
5,1610030460424,07/01/2021 14:41:00,1610030462297,0,07/01/2021 14:41:02,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,10,1,3,Fixation,fixation,fixation,499.59900000000016,,,,,0,1,0,,,,,1,filler,dresser--col-drawing.png,new.png
6,1610030461456,07/01/2021 14:41:01,1610030463289,0,07/01/2021 14:41:03,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,2,1,OldNew,new,response_button_image,943.3300000382587,,,new.png,1,1,0,0,,,,,1,filler,candle--col-photo.png,new.png
7,1610030462112,07/01/2021 14:41:02,1610030463980,0,07/01/2021 14:41:03,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,2,3,Fixation,fixation,fixation,499.8040000000001,,,,,0,1,0,,,,,1,filler,candle--col-photo.png,new.png
8,1610030463096,07/01/2021 14:41:03,1610030464929,0,07/01/2021 14:41:04,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,3,1,OldNew,old,response_button_image,893.5750001110137,,,old.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
9,1610030464472,07/01/2021 14:41:04,1610030466369,0,07/01/2021 14:41:06,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,3,2,RFG,old,response_button_image,1193.4099999489263,,,recollection.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
10,1610030465175,07/01/2021 14:41:05,1610030467065,0,07/01/2021 14:41:07,37334,3,task-yxhp,,8955872,564d1b57b48dec0005b518f0,2727667,,complete,,5ff718018573f033037ea8d5,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x864,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,3,3,Fixation,fixation,fixation,499.9220000000005,,,,,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
