Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1606481559076,27/11/2020 12:52:39,1606481558550,0,27/11/2020 12:52:38,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x617,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1606481560389,27/11/2020 12:52:40,1606481559881,0,27/11/2020 12:52:39,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x617,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,1,1,1,check,script,force_advance,1317.1609999999998,,,,,0,1,0,,,,,,fullscreen_check,,
3,1606481560842,27/11/2020 12:52:40,1606481560359,0,27/11/2020 12:52:40,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,500.201,,,,,0,1,0,,,,,,fixation,,
4,1606481564394,27/11/2020 12:52:44,1606481563904,0,27/11/2020 12:52:43,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,1,OldNew,old,response_button_image,3468.090000002121,,,old.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
5,1606481568682,27/11/2020 12:52:48,1606481568070,0,27/11/2020 12:52:48,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,2,RFG,Zone1,response_button_image,3869.2450000016834,,,familiarity.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
6,1606481569213,27/11/2020 12:52:49,1606481568730,0,27/11/2020 12:52:48,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,3,Fixation,fixation,fixation,500.1700000000001,,,,,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
7,1606481572698,27/11/2020 12:52:52,1606481572223,0,27/11/2020 12:52:52,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,2,1,OldNew,new,response_button_image,3407.455000000482,,,new.png,1,1,0,0,,,,,1,filler,candle--col-photo.png,new.png
8,1606481573401,27/11/2020 12:52:53,1606481572913,0,27/11/2020 12:52:52,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,2,3,Fixation,fixation,fixation,500.16400000000067,,,,,0,1,0,,,,,1,filler,candle--col-photo.png,new.png
9,1606481578173,27/11/2020 12:52:58,1606481577406,0,27/11/2020 12:52:57,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,3,1,OldNew,old,response_button_image,4415.469999999914,,,old.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
10,1606481581471,27/11/2020 12:53:01,1606481580973,0,27/11/2020 12:53:00,30809,11,task-yxhp,,8158877,14689,2428772,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.102.0,Chrome 86.0.4240.199,1366x768,1366x768,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,3,2,RFG,old,response_button_image,3305.6499999947846,,,recollection.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
