Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1584539656634,18/03/2020 13:54:16,1584539656590,0,18/03/2020 13:54:16,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1584539658570,18/03/2020 13:54:18,1584539658562,0,18/03/2020 13:54:18,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,1,1,1,check,script,force_advance,1556,,,,0,1,0,,,,,,fullscreen_check,,
3,1584539659101,18/03/2020 13:54:19,1584539659060,0,18/03/2020 13:54:19,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,2,1,1,Screen 1,fixation,fixation,500,,,,0,1,0,,,,,,fixation,,
4,1584539662839,18/03/2020 13:54:22,1584539662663,0,18/03/2020 13:54:22,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,3,1,1,OldNew,old,response_button_image,3571,,old.png,1,0,1,0,,,,,1,filler,grey_line_pitcher.png,new.png
5,1584539670462,18/03/2020 13:54:30,1584539670480,0,18/03/2020 13:54:30,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,3,1,2,RFBG,Zone1,response_button_image,7598,,familiarity.png,1,0,1,0,,,,,1,filler,grey_line_pitcher.png,new.png
6,1584539671185,18/03/2020 13:54:31,1584539671183,0,18/03/2020 13:54:31,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,3,1,3,Fixation,fixation,fixation,500,,,,0,1,0,,,,,1,filler,grey_line_pitcher.png,new.png
7,1584539673352,18/03/2020 13:54:33,1584539673366,0,18/03/2020 13:54:33,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,9,2,1,OldNew,old,response_button_image,2153,,old.png,1,0,1,0,,,,,1,filler,word_chisel.png,new.png
8,1584539675462,18/03/2020 13:54:35,1584539675476,0,18/03/2020 13:54:35,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,9,2,2,RFBG,old,response_button_image,1910,,recollection.png,1,0,1,0,,,,,1,filler,word_chisel.png,new.png
9,1584539676150,18/03/2020 13:54:36,1584539676168,0,18/03/2020 13:54:36,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,9,2,3,Fixation,fixation,fixation,501,,,,0,1,0,,,,,1,filler,word_chisel.png,new.png
10,1584539681155,18/03/2020 13:54:41,1584539681106,0,18/03/2020 13:54:41,10169,123,task-zkjc,,4197321,14055,1186185,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1440x900,Test_Checkpoint,K-2. RFBG_C_GREY,2,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Spreadsheet1,6,3,1,OldNew,new,response_button_image,4910,,new.png,1,1,0,0,,,,,1,filler,grey_photo_bicycle1.png,new.png
