Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1591836095062,11/06/2020 00:41:35,1591836094885,-5,10/06/2020 19:41:34,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x694,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1591836096859,11/06/2020 00:41:36,1591836096751,-5,10/06/2020 19:41:36,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x694,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,1,1,1,check,script,force_advance,1834.0270000000003,,,,0,1,0,,,,,,fullscreen_check,,
3,1591836097328,11/06/2020 00:41:37,1591836097217,-5,10/06/2020 19:41:37,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,2,1,1,Screen 1,fixation,fixation,500.3389999999995,,,,0,1,0,,,,,,fixation,,
4,1591836100083,11/06/2020 00:41:40,1591836099681,-5,10/06/2020 19:41:39,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,8,1,1,OldNew,old,response_button_image,2327.6049999999486,,old.png,1,0,1,0,,,,,1,filler,grey_photo_dresser3.png,new.png
5,1591836102505,11/06/2020 00:41:42,1591836102419,-5,10/06/2020 19:41:42,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,8,1,2,RFBG,old,response_button_image,2565.8549999998286,,recollection.png,1,0,1,0,,,,,1,filler,grey_photo_dresser3.png,new.png
6,1591836103073,11/06/2020 00:41:43,1591836102982,-5,10/06/2020 19:41:42,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,8,1,3,Fixation,fixation,fixation,499.98699999999917,,,,0,1,0,,,,,1,filler,grey_photo_dresser3.png,new.png
7,1591836107845,11/06/2020 00:41:47,1591836107745,-5,10/06/2020 19:41:47,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,7,2,1,OldNew,old,response_button_image,4659.660000000031,,old.png,1,0,1,0,,,,,1,filler,grey_photo_donkey3.png,new.png
8,1591836109383,11/06/2020 00:41:49,1591836108870,-5,10/06/2020 19:41:48,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,7,2,2,RFBG,old,response_button_image,1008.2949999998618,,recollection.png,1,0,1,0,,,,,1,filler,grey_photo_donkey3.png,new.png
9,1591836109711,11/06/2020 00:41:49,1591836109418,-5,10/06/2020 19:41:49,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,7,2,3,Fixation,fixation,fixation,499.9770000000026,,,,0,1,0,,,,,1,filler,grey_photo_donkey3.png,new.png
10,1591836111048,11/06/2020 00:41:51,1591836110952,-5,10/06/2020 19:41:50,19134,4,task-z4vm,,5556775,fu1ypes9,1549998,,complete,,,computer,Desktop or Laptop,Chromium OS 12739.111.0,Chrome 80.0.3987.162,1517x853,1518x853,Test_Checkpoint,I-2. RFBG_A_GREY,25,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,test_A_grey_spreadsheet,5,3,1,OldNew,old,response_button_image,1461.610000000066,,old.png,1,0,1,0,,,,,1,filler,grey_line_turtle.png,new.png
